graph,condition,run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
survey,shared,20260820T064424Z,2026-08-20T06:44:57.327683+00:00,study2_semantic,oracle,,none,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey,shared,20260820T064424Z,2026-08-20T06:44:57.329718+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.023,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,
survey,anon,20260820T064424Z,2026-08-20T06:44:56.393625+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,6,6,300,150,1,0,6,0,success,,1.052,1.0,0.6666666666666666,0.8,0.6,0.75,0.5,0.6,3,0.0,1,0,4,0,1,48,48,0,0.8,-1,-1,3.17805,0.69315,0.5,,,0,,0,3,1,0.8,2,2,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:56.366773+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,6,6,300,150,1,0,6,0,success,,1.133,0.8,0.6666666666666666,0.7272727272727272,0.6,0.6,0.5,0.5454545454545454,4,0.0,1,0,5,0,1,48,48,0,0.8,-1,-1,2.30259,0.0,1.0,,,0,,2,2,1,0.8,2,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:56.494457+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,6,6,300,150,1,0,6,0,success,,1.181,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,2.10093,0.42723,0.88839,,,0,,0,2,1,0.909091,0,5,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:56.945934+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260823,2654167830,6,6,300,150,1,0,6,0,success,,0.821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,6,0,1,48,48,1,1.0,1,1,0.62807,0.13957,0.97899,,,0,,0,3,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:57.359425+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.602,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,28,28,0,0.909091,-1,-1,1.38661,0.0,1.0,,,0,,0,0,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:57.678957+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.602,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.09903,0.49619,0.8804,,,0,,1,2,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:57.448814+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.93,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.61768,0.67865,0.80957,,,0,,3,3,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:44:58.381266+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,1,,0.909091,3,2,0.5,0,1,,,,,,,,,
survey,anon,20260820T064424Z,2026-08-20T06:44:58.400138+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,4,4,1,0.909091,3,2,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:57.770471+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.662,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.09903,0.59247,0.86205,,,0,,1,2,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:44:57.963964+00:00,study2_semantic,probe_skel_only,,none,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.598,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,28,0,0,0.909091,-1,-1,1.38661,0.0,1.0,,,,,,,,0.909091,3,2,0.5,0,0,,,,,,,,,
survey,named,20260820T064424Z,2026-08-20T06:44:57.503415+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,1.119,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.9233,0.20998,0.94843,,,0,,4,2,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:44:58.284123+00:00,study2_semantic,probe_random_edits,,none,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.806,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,0,0,0.909091,-1,-1,1.09903,0.74792,0.79963,,,,,4,4,,0.909091,3,2,0.5,0,0,,,,,,,,,
survey,shared,20260820T064424Z,2026-08-20T06:44:59.093380+00:00,study2_semantic,oracle,,none,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey,shared,20260820T064424Z,2026-08-20T06:44:59.096604+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.022,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,1.0,0,0,5,0,0,,,,,,,,,,,,,,,,,0.909091,,,,,,,,,,,,,,
survey,named,20260820T064424Z,2026-08-20T06:44:59.120797+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,2,2,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.144539+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,3,2,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.168388+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,2,3,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:58.425878+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.801,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.09903,0.59247,0.86205,,,0,,4,4,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.228833+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,1,3,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:44:59.254389+00:00,study2_semantic,probe_skel_only,,none,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.015,1.0,0.8333333333333334,0.9090909090909091,0.7272727272727272,0.8,0.6666666666666666,0.7272727272727272,2,1.0,0,0,5,0,0,32,0,0,0.909091,-1,-1,0.0,0.0,1.0,,,,,,,,0.909091,0,5,0.5,0,0,,,,,,,,,
survey,shared,20260820T064424Z,2026-08-20T06:44:59.271361+00:00,study2_semantic,probe_random_edits,,none,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.021,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7272727272727272,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,1.0,0,0,6,0,0,48,0,0,0.909091,-1,-1,0.0,0.0,1.0,,,,,4,4,,0.909091,0,5,0.5,0,0,,,,,,,,,
survey,shared,20260820T064424Z,2026-08-20T06:44:59.294156+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,1,,0.909091,0,5,0.5,0,1,,,,,,,,,
survey,anon,20260820T064424Z,2026-08-20T06:44:59.318662+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.026,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7272727272727272,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,1.0,0,0,6,0,0,48,48,0,0.909091,-1,-1,0.0,0.0,1.0,,,0,,4,4,1,0.909091,0,5,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:58.564672+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.783,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.09903,0.49619,0.8804,,,0,,1,2,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:59.354794+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,3,4,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:58.625770+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,0.84,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,2.03097,0.31319,0.92661,,,0,,0,2,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:59.468467+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,1,3,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:44:59.491506+00:00,study2_semantic,oracle,,none,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey,shared,20260820T064424Z,2026-08-20T06:44:59.494308+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.017,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7272727272727272,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.0,1,0,6,0,1,,,,,,,,,,,,,,,,,0.833333,,,,,,,,,,,,,,
survey,named,20260820T064424Z,2026-08-20T06:44:59.516527+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.021,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,1.0,0,0,7,0,0,48,48,0,0.923077,-1,-1,0.0,0.0,1.0,,,0,,2,2,1,0.833333,1,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.539417+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.022,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,1.0,0,0,7,0,0,48,48,0,0.923077,-1,-1,0.0,0.0,1.0,,,0,,3,2,1,0.833333,1,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:58.450931+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260824,2654167961,6,6,300,150,1,0,6,0,success,,1.266,1.0,0.8333333333333334,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091,1,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.09905,0.0,1.0,,,0,,1,4,1,0.909091,3,2,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:59.393277+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.418,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7272727272727272,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.0,1,0,6,0,1,48,48,0,0.909091,-1,-1,0.69315,0.32029,0.92016,,,0,,0,2,1,0.909091,0,5,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:44:59.347295+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,0.757,1.0,0.8333333333333334,0.9090909090909091,0.7272727272727272,0.8,0.6666666666666666,0.7272727272727272,2,0.0,1,0,5,0,1,48,48,0,0.909091,-1,-1,1.43173,0.53503,0.84654,,,0,,3,1,1,0.909091,0,5,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.563396+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.663,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.0,1,0,6,0,1,48,48,0,0.833333,-1,-1,1.38629,0.0,1.0,,,0,,2,2,1,0.833333,1,5,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.195701+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260825,2654168092,6,6,300,150,1,0,6,0,success,,1.032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,6,0,1,48,48,1,1.0,1,1,1.65966,0.53503,0.84654,,,0,,0,2,1,0.909091,0,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:45:00.230783+00:00,study2_semantic,probe_random_edits,,none,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.026,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,1.0,0,0,7,0,0,48,0,0,0.923077,-1,-1,0.0,0.0,1.0,,,,,4,4,,0.833333,1,5,0.5,1,1,,,,,,,,,
survey,anon,20260820T064424Z,2026-08-20T06:45:00.262359+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.041,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,1.0,0,0,7,0,0,48,48,0,0.923077,-1,-1,0.0,0.0,1.0,,,0,,3,4,1,0.833333,1,5,0.5,1,1,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.814679+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.675,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.0,1,0,6,0,1,48,48,0,0.833333,-1,-1,1.38629,0.0,1.0,,,0,,1,2,1,0.833333,1,5,0.5,1,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:44:59.720095+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.843,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.0,1,0,7,0,1,48,48,0,0.923077,-1,-1,1.55863,0.0,1.0,,,0,,1,2,1,0.833333,1,5,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:45:00.106724+00:00,study2_semantic,probe_skel_only,,none,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.815,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.0,1,0,6,0,1,48,0,0,0.833333,-1,-1,1.60944,0.0,1.0,,,,,,,,0.833333,1,5,0.5,0,0,,,,,,,,,
survey,anon,20260820T064424Z,2026-08-20T06:45:00.491726+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.517,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.0,1,0,6,0,1,48,48,0,0.833333,-1,-1,1.38629,0.0,1.0,,,0,,3,3,1,0.833333,1,5,0.5,1,0,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:45:01.012508+00:00,study2_semantic,oracle,,none,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey,shared,20260820T064424Z,2026-08-20T06:45:01.015900+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
survey,anon,20260820T064424Z,2026-08-20T06:45:00.564854+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.513,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.0,1,0,6,0,1,48,48,0,0.833333,-1,-1,1.38629,0.0,1.0,,,0,,2,2,1,0.833333,1,5,0.5,1,0,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:45:00.255226+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,1.018,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.0,1,0,7,0,1,48,0,1,1.0,2,2,0.69287,0.667,0.61383,,,,,1,1,,0.833333,1,5,0.5,1,1,,,,,,,,,
survey,named,20260820T064424Z,2026-08-20T06:45:01.079677+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,6,0,1,48,48,1,1.0,1,1,0.59558,0.26724,0.93552,,,0,,3,2,1,1.0,0,6,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:45:00.923932+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,0.693,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.0,1,0,6,0,1,48,48,0,0.833333,-1,-1,1.38629,0.0,1.0,,,0,,1,2,1,0.833333,1,5,0.5,1,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:45:01.040748+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,6,0,1,48,48,1,1.0,1,1,0.78327,0.44178,0.89262,,,0,,3,3,1,1.0,0,6,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:45:01.648610+00:00,study2_semantic,probe_skel_only,,none,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,0,1,1.0,1,1,0.0,0.0,1.0,,,,,,,,1.0,0,6,0.5,0,0,,,,,,,,,
survey,anon,20260820T064424Z,2026-08-20T06:45:00.306561+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260826,2654168223,6,6,300,150,1,0,6,0,success,,1.471,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,0.0,1,0,6,0,1,48,48,0,0.833333,-1,-1,2.99553,0.0,1.0,,,0,,0,2,1,0.833333,1,5,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,shared,20260820T064424Z,2026-08-20T06:45:01.782193+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,6,0,0,48,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,0,,1.0,0,6,0.5,0,0,,,,,,,,,
survey,named,20260820T064424Z,2026-08-20T06:45:01.276056+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,6,0,1,48,48,1,1.0,1,1,1.62707,0.66812,0.81976,,,0,,1,2,1,1.0,0,6,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,named,20260820T064424Z,2026-08-20T06:45:01.621082+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,6,0,1,48,48,1,1.0,1,1,1.71677,0.79227,0.79695,,,0,,1,2,1,1.0,0,6,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
survey,anon,20260820T064424Z,2026-08-20T06:45:01.804547+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260827,2654168354,6,6,300,150,1,0,6,0,success,,0.931,0.8571428571428571,1.0,0.923076923076923,1.0,0.8571428571428571,1.0,0.923076923076923,1,0.0,1,0,7,0,1,48,48,1,1.0,1,2,1.8786,0.11246,0.98136,,,0,,2,4,1,1.0,0,6,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
